DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-04-08,9:00,,,40.743393,-73.837555,"(40.743393, -73.837555)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111320,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2019-04-08,9:00,,,40.594364,-74.18612,"(40.594364, -74.18612)",,,3942      VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4111306,,,,,
2019-04-08,9:00,,,40.604618,-74.02771,"(40.604618, -74.02771)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4111090,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:00,,,40.68846,-73.80878,"(40.68846, -73.80878)",VAN WYCK EXPWY                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4111368,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-04-08,9:01,,,40.685375,-73.77968,"(40.685375, -73.77968)",167 STREET                      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4111050,Sedan,Sedan,,,
2019-04-08,9:05,,,40.832558,-73.88538,"(40.832558, -73.88538)",EAST 172 STREET                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4111152,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,9:08,,,40.79398,-73.97229,"(40.79398, -73.97229)",WEST 95 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4110998,Sedan,,,,
2019-04-08,9:09,BROOKLYN,11210,40.626545,-73.94101,"(40.626545, -73.94101)",EAST 36 STREET                  ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4111201,Sedan,Sedan,,,
2019-04-08,9:10,BROOKLYN,11235,40.58196,-73.959946,"(40.58196, -73.959946)",NEPTUNE AVENUE                  ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4111026,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,9:10,,,40.83997,-73.87792,"(40.83997, -73.87792)",EAST TREMONT AVENUE             ,EAST 177 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4111499,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:12,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4112818,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:15,BRONX,10458,40.859253,-73.88674,"(40.859253, -73.88674)",EAST FORDHAM ROAD               ,LORILLARD PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4112917,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,9:18,BROOKLYN,11203,40.645428,-73.944176,"(40.645428, -73.944176)",BEVERLEY ROAD                   ,EAST 35 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4111126,Sedan,Sedan,,,
2019-04-08,9:19,QUEENS,11101,40.745815,-73.945656,"(40.745815, -73.945656)",23 STREET                       ,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111076,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:20,,,40.862614,-73.890114,"(40.862614, -73.890114)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,,,,4112027,Sedan,Pick-up Truck,,,
2019-04-08,9:20,QUEENS,11429,40.70947,-73.74581,"(40.70947, -73.74581)",212 STREET                      ,HOLLIS AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4111227,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:25,BROOKLYN,11223,40.596844,-73.96953,"(40.596844, -73.96953)",,,2145      EAST 2 STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4111118,Sedan,Sedan,,,
2019-04-08,9:25,MANHATTAN,10002,40.716972,-73.98996,"(40.716972, -73.98996)",LUDLOW STREET                   ,GRAND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4112488,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:30,QUEENS,11434,40.66158,-73.772865,"(40.66158, -73.772865)",167 STREET                      ,146 ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4111037,Pick-up Truck,TKP,,,
2019-04-08,9:30,BROOKLYN,11234,40.61859,-73.94242,"(40.61859, -73.94242)",KINGS HIGHWAY                   ,NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4111202,Taxi,Sedan,,,
2019-04-08,9:34,,,40.849922,-73.905624,"(40.849922, -73.905624)",ECHO PLACE                      ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4111182,Box Truck,Sedan,,,
2019-04-08,9:34,MANHATTAN,10010,40.741802,-73.9936,"(40.741802, -73.9936)",,,678       AVENUE OF THE AMERICAS        ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4111646,Bike,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,9:40,,,40.804375,-73.93742,"(40.804375, -73.93742)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4112323,Sedan,Tractor Truck Diesel,,,
2019-04-08,9:41,BRONX,10459,40.821857,-73.89589,"(40.821857, -73.89589)",,,967       KELLY STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111895,Box Truck,Sedan,,,
2019-04-08,9:43,MANHATTAN,10007,40.714676,-74.0059,"(40.714676, -74.0059)",BROADWAY                        ,READE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111009,Sedan,Pick-up Truck,,,
2019-04-08,9:44,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD                ,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111062,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,9:45,,,40.641468,-73.95938,"(40.641468, -73.95938)",OCEAN AVENUE                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111210,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,9:50,MANHATTAN,10001,40.74777,-74.000404,"(40.74777, -74.000404)",9 AVENUE                        ,WEST 25 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4112106,Box Truck,Sedan,,,
2019-04-08,9:50,,,40.7265,-73.75571,"(40.7265, -73.75571)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111577,Sedan,Sedan,,,
2019-04-08,9:50,BROOKLYN,11212,40.663116,-73.915886,"(40.663116, -73.915886)",SARATOGA AVENUE                 ,DUMONT AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4111257,Sedan,,,,
2019-04-08,9:52,,,,,,GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4111066,Sedan,Pick-up Truck,,,
2019-04-08,9:53,MANHATTAN,10036,40.758533,-73.98885,"(40.758533, -73.98885)",8 AVENUE                        ,WEST 44 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111170,Taxi,Taxi,,,
2019-04-08,9:55,BROOKLYN,11211,40.712276,-73.96185,"(40.712276, -73.96185)",,,145       SOUTH 3 STREET                ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,4111358,Box Truck,,,,
2019-04-08,9:59,BRONX,10451,40.819477,-73.92689,"(40.819477, -73.92689)",GRAND CONCOURSE                 ,EAST 150 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4112123,Sedan,Sedan,,,
2019-04-07,0:00,BROOKLYN,11221,40.68569,-73.93559,"(40.68569, -73.93559)",LEWIS AVENUE                    ,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4110071,Sedan,Taxi,,,
2019-04-07,0:00,BROOKLYN,11225,40.663124,-73.96244,"(40.663124, -73.96244)",FLATBUSH AVENUE                 ,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110921,Sedan,Taxi,,,
2019-04-07,0:00,STATEN ISLAND,10312,40.557377,-74.18158,"(40.557377, -74.18158)",,,22        ERIKA LOOP                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110530,Sedan,,,,
2019-04-07,0:00,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4111667,Sedan,,,,
2019-04-07,0:00,,,40.72247,-73.987144,"(40.72247, -73.987144)",EAST HOUSTON STREET             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4110226,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2019-04-07,0:00,,,40.829567,-73.95008,"(40.829567, -73.95008)",WEST 149 STREET                 ,,,0,0,0,0,0,0,0,0,Passenger Distraction,Driver Inattention/Distraction,,,,4111521,Sedan,Sedan,,,
2019-04-07,0:00,,,,,,WHITESTONE EXPRESSWAY           ,20 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4110377,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,0:00,,,40.755222,-73.96135,"(40.755222, -73.96135)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4110146,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,0:00,,,40.62055,-74.16919,"(40.62055, -74.16919)",GLEN STREET                     ,SOUTH AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,,,,,4110028,Sedan,,,,
2019-04-07,0:03,BROOKLYN,11213,40.67515,-73.93277,"(40.67515, -73.93277)",,,1520      BERGEN STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4109966,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,0:06,STATEN ISLAND,10308,40.557926,-74.16175,"(40.557926, -74.16175)",ARMSTRONG AVENUE                ,BARLOW AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4109932,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,0:15,QUEENS,11373,40.73754,-73.87523,"(40.73754, -73.87523)",,,88-17     53 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4110153,Station Wagon/Sport Utility Vehicle,,,,
2019-04-07,0:15,,,40.686115,-73.801636,"(40.686115, -73.801636)",143 STREET                      ,111 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4112251,Sedan,Sedan,Sedan,,
2019-04-07,0:20,MANHATTAN,10009,40.723595,-73.97923,"(40.723595, -73.97923)",,,89        AVENUE C                      ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4110221,Sedan,,,,
2019-04-07,0:30,,,40.614033,-74.003204,"(40.614033, -74.003204)",79 STREET                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4110016,Sedan,,,,
2019-04-07,0:30,,,40.70145,-73.989624,"(40.70145, -73.989624)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110211,Sedan,Sedan,,,
2019-04-07,0:30,,,40.704033,-73.81711,"(40.704033, -73.81711)",VANWYCK EXPRESSWAY              ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4109951,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-04-07,0:30,STATEN ISLAND,10310,40.62925,-74.12323,"(40.62925, -74.12323)",CLOVE ROAD                      ,DELAFIELD AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4110899,,,,,
2019-04-07,14:30,BROOKLYN,11206,40.70152,-73.94323,"(40.70152, -73.94323)",DEBEVOISE STREET                ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Oversized Vehicle,,,,4110522,Sedan,Van,,,
2019-04-07,0:32,STATEN ISLAND,10306,40.57437,-74.10584,"(40.57437, -74.10584)",HYLAN BOULEVARD                 ,BANCROFT AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4110162,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,0:36,BRONX,10469,40.866108,-73.85575,"(40.866108, -73.85575)",,,2742      LACONIA AVENUE                ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,4110110,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,0:37,MANHATTAN,10003,40.732346,-73.98495,"(40.732346, -73.98495)",EAST 14 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110759,Ambulance,,,,
2019-04-07,0:45,BRONX,10452,40.841877,-73.91796,"(40.841877, -73.91796)",MACOMBS ROAD                    ,INWOOD AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,4110009,Sedan,Sedan,,,
2019-04-07,0:45,,,40.650146,-74.00508,"(40.650146, -74.00508)",41 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4110014,Sedan,,,,
2019-04-07,0:45,MANHATTAN,10010,40.740993,-73.99225,"(40.740993, -73.99225)",,,55        WEST 21 STREET                ,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,4110269,Station Wagon/Sport Utility Vehicle,,,,
2019-04-07,0:50,BRONX,10460,40.83887,-73.87811,"(40.83887, -73.87811)",EAST 177 STREET                 ,DEVOE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110077,Sedan,Sedan,,,
2019-04-07,0:50,BROOKLYN,11207,40.67553,-73.90163,"(40.67553, -73.90163)",ATLANTIC AVENUE                 ,HINSDALE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4110300,Station Wagon/Sport Utility Vehicle,,,,
2019-04-07,0:50,,,40.712727,-73.72899,"(40.712727, -73.72899)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4109961,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,0:58,BRONX,10456,40.830376,-73.90127,"(40.830376, -73.90127)",,,1264      BOSTON ROAD                   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110848,Sedan,Sedan,,,
2019-04-07,10:00,MANHATTAN,10001,40.745792,-73.99571,"(40.745792, -73.99571)",,,228       WEST 25 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4110937,Sedan,,,,
2019-04-07,10:00,QUEENS,11417,40.674503,-73.83773,"(40.674503, -73.83773)",LINDEN BOULEVARD                ,HAWTREE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4110909,Sedan,Pick-up Truck,Sedan,,
2019-04-07,10:00,BROOKLYN,11220,40.63858,-74.02078,"(40.63858, -74.02078)",4 AVENUE                        ,64 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4110559,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:05,BROOKLYN,11230,40.62095,-73.9555,"(40.62095, -73.9555)",OCEAN AVENUE                    ,AVENUE L,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110346,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,10:06,MANHATTAN,10032,40.83406,-73.944885,"(40.83406, -73.944885)",BROADWAY                        ,WEST 157 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4110541,Taxi,Taxi,,,
2019-04-07,10:10,BROOKLYN,11207,40.65571,-73.882416,"(40.65571, -73.882416)",,,992       VAN SICLEN AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110322,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,10:19,QUEENS,11385,40.7122,-73.86208,"(40.7122, -73.86208)",METROPOLITAN AVENUE             ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110184,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:30,BROOKLYN,11212,40.669125,-73.91451,"(40.669125, -73.91451)",PITKIN AVENUE                   ,AMBOY STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,4110596,Pick-up Truck,Sedan,,,
2019-04-07,10:30,BROOKLYN,11226,40.65319,-73.96622,"(40.65319, -73.96622)",PARKSIDE AVENUE                 ,PARADE PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110230,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:30,MANHATTAN,10021,40.766167,-73.954254,"(40.766167, -73.954254)",EAST 71 STREET                  ,YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110419,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:30,QUEENS,11367,40.717422,-73.82374,"(40.717422, -73.82374)",UNION TURNPIKE                  ,138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110106,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:30,QUEENS,11385,40.70219,-73.880165,"(40.70219, -73.880165)",71 STREET                       ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4110487,Station Wagon/Sport Utility Vehicle,,,,
2019-04-07,10:30,,,,,,RICHMOND TERRACE                ,VANPELT AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4110156,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,10:32,,,,,,BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111424,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-03-22,10:15,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4101755,Sedan,Dump,,,
2019-04-07,10:33,,,40.86226,-73.89589,"(40.86226, -73.89589)",VALENTINE AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111427,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:40,QUEENS,11434,40.68522,-73.77633,"(40.68522, -73.77633)",118 AVENUE                      ,170 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110587,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:50,MANHATTAN,10001,40.747204,-73.99711,"(40.747204, -73.99711)",8 AVENUE                        ,WEST 26 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4110933,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:50,MANHATTAN,10018,40.757065,-74.00106,"(40.757065, -74.00106)",11 AVENUE                       ,WEST 36 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4110928,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,10:50,,,40.797447,-73.94671,"(40.797447, -73.94671)",MADISON AVENUE                  ,,,1,0,0,0,0,0,1,0,Turning Improperly,,,,,4110952,Taxi,,,,
2019-04-07,10:53,BROOKLYN,11215,40.66551,-73.992775,"(40.66551, -73.992775)",PROSPECT AVENUE                 ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110191,Sedan,Sedan,,,
2019-04-07,10:55,,,40.69246,-73.726875,"(40.69246, -73.726875)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,4110145,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:00,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111426,Sedan,Sedan,,,
2019-04-07,11:00,MANHATTAN,10028,40.777542,-73.957016,"(40.777542, -73.957016)",LEXINGTON AVENUE                ,EAST 83 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4110418,Box Truck,Taxi,,,
2019-04-07,11:00,QUEENS,11354,40.76439,-73.82554,"(40.76439, -73.82554)",,,141-54    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110093,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,11:00,QUEENS,11356,40.784184,-73.83641,"(40.784184, -73.83641)",,,15-06     132 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110107,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:00,,,,,,BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4111329,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:05,,,40.85429,-73.90027,"(40.85429, -73.90027)",RYER AVENUE                     ,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,4111177,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:10,QUEENS,11364,40.74061,-73.75898,"(40.74061, -73.75898)",,,215-16    73 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110185,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:10,,,40.825794,-73.86124,"(40.825794, -73.86124)",BRUCKNER EXPRESSWAY             ,,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4110526,Sedan,Sedan,,,
2019-04-07,11:11,BRONX,10475,40.879948,-73.82339,"(40.879948, -73.82339)",PEARTREE AVENUE                 ,COOP CITY BOULEVARD,,0,0,0,0,0,0,0,0,Glare,Glare,,,,4111352,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:15,BRONX,10460,40.835068,-73.88491,"(40.835068, -73.88491)",,,1686      LONGFELLOW AVENUE             ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4110841,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,11:15,,,40.82451,-73.89786,"(40.82451, -73.89786)",EAST 165 STREET                 ,ROGERS PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4111143,Sedan,,,,
2019-04-07,11:16,BRONX,10464,40.84122,-73.784256,"(40.84122, -73.784256)",PILOT STREET                    ,CITY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4110652,Sedan,,,,
2019-04-07,11:20,BROOKLYN,11207,40.655254,-73.88234,"(40.655254, -73.88234)",,,1014      VAN SICLEN AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110301,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,11:30,BRONX,10452,40.836105,-73.917435,"(40.836105, -73.917435)",EAST 168 STREET                 ,GRAND VIEW PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110123,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:30,BRONX,10467,40.88146,-73.863945,"(40.88146, -73.863945)",EAST 216 STREET                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4110869,Station Wagon/Sport Utility Vehicle,Convertible,,,
2019-04-07,11:30,BROOKLYN,11219,40.63095,-74.00977,"(40.63095, -74.00977)",,,924       65 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110556,Sedan,Sedan,,,
2019-04-07,11:30,MANHATTAN,10038,40.70953,-74.00842,"(40.70953, -74.00842)",NASSAU STREET                   ,JOHN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4110171,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-04-07,11:39,BROOKLYN,11230,40.618534,-73.964005,"(40.618534, -73.964005)",,,1608      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4110784,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,11:42,QUEENS,11435,40.70328,-73.80704,"(40.70328, -73.80704)",,,148-01    90 AVENUE                     ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4111147,Taxi,,,,
2019-04-07,11:45,,,,,,,,26-56     BROOKLYN QUEENS EXPRESSWAY W/B,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110756,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,11:52,,,40.718792,-73.98902,"(40.718792, -73.98902)",DELANCEY STREET                 ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4110573,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-07,11:53,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111674,Sedan,Sedan,,,
2019-04-07,12:00,BROOKLYN,11201,40.69119,-73.9978,"(40.69119, -73.9978)",ATLANTIC AVENUE                 ,HICKS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4110190,Sedan,Sedan,,,
2019-04-07,12:00,BROOKLYN,11214,40.595493,-73.999954,"(40.595493, -73.999954)",,,1608      SHORE PARKWAY                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110588,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-07,12:00,BROOKLYN,11236,40.629936,-73.90448,"(40.629936, -73.90448)",AVENUE M                        ,EAST 82 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4110525,Sedan,,,,
