DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-04-08,15:30,,,40.846565,-73.92589,"(40.846565, -73.92589)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4111269,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,15:30,,,,,,WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111312,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,15:40,BROOKLYN,11229,40.60389,-73.95349,"(40.60389, -73.95349)",EAST 19 STREET                  ,AVENUE S,,1,0,1,0,0,0,0,0,Unspecified,,,,,4111497,Sedan,,,,
2019-04-08,15:42,BROOKLYN,11207,40.665134,-73.88653,"(40.665134, -73.88653)",,,628       SCHENCK AVENUE                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111220,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,15:42,BROOKLYN,11219,40.636353,-73.99478,"(40.636353, -73.99478)",,,4924      NEW UTRECHT AVENUE            ,1,0,0,0,0,0,1,0,Unspecified,,,,,4112916,Sedan,,,,
2019-04-08,15:45,QUEENS,11364,40.736275,-73.772865,"(40.736275, -73.772865)",FRANCIS LEWIS BOULEVARD         ,73 AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4111274,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,15:48,MANHATTAN,10040,40.864525,-73.92663,"(40.864525, -73.92663)",DYCKMAN STREET                  ,VERMILYEA AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4111748,Taxi,,,,
2019-04-08,15:50,,,40.770073,-73.95141,"(40.770073, -73.95141)",EAST 77 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111448,Sedan,Taxi,,,
2019-04-08,22:25,,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111384,Sedan,Sedan,,,
2019-04-08,15:52,BRONX,10458,40.87138,-73.88379,"(40.87138, -73.88379)",BAINBRIDGE AVENUE               ,EAST 201 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4111457,Sedan,,,,
2019-04-08,15:55,MANHATTAN,10017,40.7528,-73.979294,"(40.7528, -73.979294)",EAST 42 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111198,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,15:58,BROOKLYN,11219,40.6402,-73.99495,"(40.6402, -73.99495)",,,4506      FORT HAMILTON PARKWAY         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4112861,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:00,BROOKLYN,11205,40.69319,-73.971214,"(40.69319, -73.971214)",,,373       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111209,Sedan,Sedan,,,
2019-04-08,16:00,BROOKLYN,11211,40.71117,-73.95783,"(40.71117, -73.95783)",,,168       HAVEMEYER STREET              ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4111362,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,16:00,MANHATTAN,10003,40.724926,-73.987274,"(40.724926, -73.987274)",,,57        1 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4111606,Sedan,Taxi,,,
2019-04-08,16:00,QUEENS,11354,40.76684,-73.83763,"(40.76684, -73.83763)",,,31-85     WHITESTONE EXPRESSWAY         ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4111337,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,16:00,QUEENS,11356,40.78015,-73.84331,"(40.78015, -73.84331)",125 STREET                      ,22 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4111327,Sedan,,,,
2019-04-08,16:00,QUEENS,11375,40.721676,-73.835976,"(40.721676, -73.835976)",GRAND CENTRAL PARKWAY           ,72 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111181,Sedan,Taxi,,,
2019-04-08,16:00,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4111249,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:00,,,40.842163,-73.88902,"(40.842163, -73.88902)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4111500,Box Truck,Box Truck,,,
2019-04-08,16:00,,,40.831947,-73.91987,"(40.831947, -73.91987)",EAST 166 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4112061,Sedan,,,,
2019-04-08,16:00,,,,,,PELHAM PARKWAY SOUTH            ,EASTCHESTER ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4111918,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,16:00,,,40.76138,-73.86574,"(40.76138, -73.86574)",ASTORIA BOULEVARD               ,31 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4111287,Sedan,,,,
2019-04-08,16:00,,,40.76663,-73.88903,"(40.76663, -73.88903)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4111286,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2019-04-08,16:03,,,40.704033,-73.81711,"(40.704033, -73.81711)",VANWYCK EXPRESSWAY              ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4111924,Box Truck,Sedan,Bus,,
2019-04-08,16:05,QUEENS,11429,40.71172,-73.746284,"(40.71172, -73.746284)",104 AVENUE                      ,212 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4111344,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
2019-04-08,16:08,,,40.845104,-73.91494,"(40.845104, -73.91494)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,4111519,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:15,BROOKLYN,11209,40.628315,-74.02387,"(40.628315, -74.02387)",,,484       77 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111205,Sedan,Sedan,,,
2019-04-08,16:15,QUEENS,11372,40.749653,-73.88525,"(40.749653, -73.88525)",81 STREET                       ,37 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4111285,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:15,,,40.65768,-73.925415,"(40.65768, -73.925415)",REMSEN AVENUE                   ,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111533,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:15,,,40.589134,-73.80098,"(40.589134, -73.80098)",BEACH 73 STREET                 ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4111317,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:20,BRONX,10454,40.810246,-73.91732,"(40.810246, -73.91732)",,,510       EAST 142 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4111376,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2019-04-08,16:20,QUEENS,11365,40.738724,-73.79294,"(40.738724, -73.79294)",,,61-09     UTOPIA PARKWAY                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111245,Sedan,Sedan,,,
2019-04-08,6:52,MANHATTAN,10019,,,,WEST 58 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,4110864,Box Truck,Box Truck,,,
2019-04-08,16:20,QUEENS,11370,40.76257,-73.888535,"(40.76257, -73.888535)",,,25-49     80 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111284,Sedan,Bus,,,
2019-04-08,16:20,,,,,,BROOKLYN BATTERY TUNNEL         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111806,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:20,,,,,,G.C.P. / LAGUARDIA (CDR)        ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4111282,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:24,,,40.71754,-73.89931,"(40.71754, -73.89931)",MOUNT OLIVET CRESCENT           ,60 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111513,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:25,BRONX,10457,40.849407,-73.900894,"(40.849407, -73.900894)",VALENTINE AVENUE                ,EAST 178 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111562,Bus,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:29,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4112085,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:30,MANHATTAN,10013,40.72106,-73.99821,"(40.72106, -73.99821)",BROOME STREET                   ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4111728,Sedan,Box Truck,,,
2019-04-08,16:30,,,40.654488,-73.979034,"(40.654488, -73.979034)",19 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111235,Sedan,Sedan,,,
2019-04-08,16:32,,,40.583874,-73.9676,"(40.583874, -73.9676)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:33,,,40.71241,-73.826454,"(40.71241, -73.826454)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4111917,Sedan,Taxi,,,
2019-04-08,16:40,BRONX,10460,40.83613,-73.88987,"(40.83613, -73.88987)",BOSTON ROAD                     ,EAST 173 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111363,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:40,,,40.797035,-73.929825,"(40.797035, -73.929825)",EAST 120 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4112057,Sedan,,,,
2019-04-08,16:41,MANHATTAN,10001,40.747837,-73.990944,"(40.747837, -73.990944)",,,145       WEST 30 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111544,Taxi,Taxi,,,
2019-04-08,16:45,MANHATTAN,10032,40.84256,-73.937645,"(40.84256, -73.937645)",,,566       WEST 171 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4112765,Van,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:45,,,40.656372,-74.009384,"(40.656372, -74.009384)",2 AVENUE                        ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4111242,Bus,Bike,,,
2019-04-08,16:45,BRONX,10461,40.843475,-73.8353,"(40.843475, -73.8353)",,,2830      MIDDLETOWN ROAD               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4111863,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:48,BROOKLYN,11203,40.656536,-73.931915,"(40.656536, -73.931915)",EAST 49 STREET                  ,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111738,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:50,BROOKLYN,11201,40.694214,-73.98238,"(40.694214, -73.98238)",,,58        FLEET WALK                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111236,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,16:51,BRONX,10451,40.81572,-73.925064,"(40.81572, -73.925064)",EAST 144 STREET                 ,RIDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111382,Sedan,Taxi,,,
2019-04-08,16:51,BROOKLYN,11210,40.6168,-73.94885,"(40.6168, -73.94885)",AVENUE N                        ,EAST 26 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4111212,Station Wagon/Sport Utility Vehicle,Bus,,,
2019-04-08,16:51,BROOKLYN,11233,40.677227,-73.925575,"(40.677227, -73.925575)",,,1825      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4111633,Sedan,Sedan,,,
2019-04-08,16:52,STATEN ISLAND,10312,40.5368,-74.15107,"(40.5368, -74.15107)",HYLAN BOULEVARD                 ,GROTON STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4111250,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:54,BROOKLYN,11207,40.6605,-73.89208,"(40.6605, -73.89208)",,,699       PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4111221,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,16:55,,,40.731304,-73.925964,"(40.731304, -73.925964)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111228,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:00,BROOKLYN,11214,40.60745,-73.99835,"(40.60745, -73.99835)",,,1900      83 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4111259,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,17:00,QUEENS,11357,40.787678,-73.81876,"(40.787678, -73.81876)",14 AVENUE                       ,147 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111332,Sedan,Sedan,,,
2019-04-08,17:00,,,40.689003,-73.829346,"(40.689003, -73.829346)",101 AVENUE                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111940,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,17:00,,,40.728184,-73.86631,"(40.728184, -73.86631)",AUSTIN STREET                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111248,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:00,,,40.61132,-74.114716,"(40.61132, -74.114716)",STATEN ISLAND EXPRESSWAY        ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4111648,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:01,BRONX,10473,40.81777,-73.85728,"(40.81777, -73.85728)",RANDALL AVENUE                  ,WHITE PLAINS ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4111709,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
2019-04-08,17:04,BROOKLYN,11220,40.63396,-74.01476,"(40.63396, -74.01476)",65 STREET                       ,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111216,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:05,BROOKLYN,11207,40.66,-73.893845,"(40.66, -73.893845)",,,683       GEORGIA AVENUE                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4111197,Box Truck,Sedan,,,
2019-04-08,17:05,MANHATTAN,10027,40.80897,-73.94833,"(40.80897, -73.94833)",7 AVENUE                        ,WEST 125 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4111550,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:07,,,40.72225,-74.00592,"(40.72225, -74.00592)",CANAL STREET                    ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,,,,,4111477,Sedan,,,,
2019-04-08,17:15,MANHATTAN,10032,40.83089,-73.941376,"(40.83089, -73.941376)",SAINT NICHOLAS AVENUE           ,WEST 155 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4112046,Box Truck,Sedan,,,
2019-04-08,17:15,,,,,,3 AVENUE                        ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111243,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:15,STATEN ISLAND,10310,40.633156,-74.11274,"(40.633156, -74.11274)",,,326       CARY AVENUE                   ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4111480,Sedan,Sedan,,,
2019-04-08,17:17,BROOKLYN,11216,40.68431,-73.95411,"(40.68431, -73.95411)",BEDFORD AVENUE                  ,MADISON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111401,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:18,,,40.60604,-73.978294,"(40.60604, -73.978294)",QUENTIN ROAD                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4111256,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,17:19,,,40.73973,-73.81762,"(40.73973, -73.81762)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111264,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,17:19,,,40.714207,-73.92817,"(40.714207, -73.92817)",METROPOLITAN AVENUE             ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4111706,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-04-08,17:20,QUEENS,11375,40.734985,-73.85066,"(40.734985, -73.85066)",108 STREET                      ,63 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4111239,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:23,BROOKLYN,11230,40.622265,-73.96572,"(40.622265, -73.96572)",EAST 10 STREET                  ,AVENUE K,,0,0,0,0,0,0,0,0,Unspecified,,,,,4112881,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,17:24,,,40.745308,-73.90753,"(40.745308, -73.90753)",57 STREET                       ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111230,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-04-08,17:25,QUEENS,11432,40.721375,-73.7903,"(40.721375, -73.7903)",KILDARE ROAD                    ,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111303,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:30,BRONX,10473,40.82089,-73.866554,"(40.82089, -73.866554)",,,1740      LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111561,Pick-up Truck,Sedan,,,
2019-04-08,17:30,QUEENS,11361,40.763844,-73.769455,"(40.763844, -73.769455)",41 AVENUE                       ,214 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111244,Sedan,Sedan,,,
2019-04-08,17:30,QUEENS,11385,,,,jackie robinson parkway         ,cypress hills street,,0,0,0,0,0,0,0,0,Unspecified,,,,,4111512,Sedan,,,,
2019-04-08,17:30,,,40.75747,-73.902794,"(40.75747, -73.902794)",31 AVENUE                       ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4111406,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2019-04-08,17:40,,,40.83932,-73.91503,"(40.83932, -73.91503)",EAST 170 STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4112074,Bus,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,17:40,BROOKLYN,11205,40.69313,-73.96984,"(40.69313, -73.96984)",MYRTLE AVENUE                   ,VANDERBILT AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4111252,Sedan,,,,
2019-04-08,17:40,BROOKLYN,11217,40.681503,-73.974236,"(40.681503, -73.974236)",6 AVENUE                        ,DEAN STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4111438,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-04-08,17:43,BRONX,10463,40.872337,-73.90332,"(40.872337, -73.90332)",,,2757      KINGSBRIDGE TERRACE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111939,Sedan,Van,,,
2019-04-08,17:55,BRONX,10461,40.856743,-73.841324,"(40.856743, -73.841324)",,,1550      PELHAM PARKWAY SOUTH          ,0,0,0,0,0,0,0,0,Unspecified,,,,,4111925,Sedan,,,,
2019-04-08,17:57,BRONX,10458,40.866325,-73.88837,"(40.866325, -73.88837)",MARION AVENUE                   ,EAST 197 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4111439,Station Wagon/Sport Utility Vehicle,,,,
2019-04-08,18:00,BROOKLYN,11218,40.65159,-73.98112,"(40.65159, -73.98112)",MC DONALD AVENUE                ,VANDERBILT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111240,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,18:00,MANHATTAN,10029,40.7879,-73.95368,"(40.7879, -73.95368)",EAST 97 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4111496,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,18:00,,,40.768467,-73.90607,"(40.768467, -73.90607)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111410,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,18:00,,,40.805042,-73.936935,"(40.805042, -73.936935)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4112082,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,18:00,MANHATTAN,10013,40.716892,-73.99971,"(40.716892, -73.99971)",,,85        BAXTER STREET                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,4111570,Sedan,,,,
2019-04-08,18:03,BROOKLYN,11220,40.634377,-74.01539,"(40.634377, -74.01539)",,,647       65 STREET                     ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111265,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,18:09,,,,,,SLOSSON AVENUE                  ,NORTH GANNON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4111468,Convertible,Sedan,Sedan,,
2019-04-08,18:15,BROOKLYN,11207,40.680664,-73.902626,"(40.680664, -73.902626)",BUSHWICK AVENUE                 ,CONWAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4111502,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-04-08,18:15,BROOKLYN,11212,40.655132,-73.916336,"(40.655132, -73.916336)",EAST 95 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111534,Sedan,Sedan,,,
2019-04-08,18:16,BROOKLYN,11230,40.618042,-73.95981,"(40.618042, -73.95981)",,,1507      AVENUE M                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4111742,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2019-04-08,18:16,QUEENS,11423,40.713318,-73.76402,"(40.713318, -73.76402)",196 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111251,Sedan,Dump,,,
2019-04-08,18:20,BROOKLYN,11208,40.68017,-73.87161,"(40.68017, -73.87161)",,,101       WELDON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111721,Sedan,,,,
2019-04-08,18:20,BROOKLYN,11219,40.631462,-73.99073,"(40.631462, -73.99073)",,,1439      52 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4112802,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,18:20,,,40.721497,-73.83531,"(40.721497, -73.83531)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4111386,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,18:23,BROOKLYN,11221,40.69653,-73.91632,"(40.69653, -73.91632)",,,232       LINDEN STREET                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4112252,Sedan,,,,
2019-04-08,18:25,BRONX,10460,40.839478,-73.883896,"(40.839478, -73.883896)",BOSTON ROAD                     ,VYSE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4111501,Sedan,Sedan,,,
2019-04-08,18:28,,,40.738472,-73.931984,"(40.738472, -73.931984)",HUNTERS POINT AVENUE            ,34 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4111277,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-03-31,19:00,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4106629,Pick-up Truck,Sedan,,,
2019-04-08,18:30,BROOKLYN,11220,40.637012,-74.01515,"(40.637012, -74.01515)",62 STREET                       ,6 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4111409,Sedan,Sedan,,,
2019-04-08,18:30,MANHATTAN,10001,40.746956,-73.98692,"(40.746956, -73.98692)",,,19        WEST 31 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4111535,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-04-08,18:30,MANHATTAN,10034,40.85685,-73.92284,"(40.85685, -73.92284)",DYCKMAN STREET                  ,HARLEM RIVER DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4111594,Sedan,Station Wagon/Sport Utility Vehicle,,,
